@relation data

@attribute danceability numeric
@attribute energy numeric
@attribute key numeric
@attribute loudness numeric
@attribute mode numeric
@attribute speechiness numeric
@attribute acousticness numeric
@attribute instrumentalness numeric
@attribute liveness numeric
@attribute valence numeric
@attribute tempo numeric
@attribute duration_ms numeric
@attribute time_signature numeric
@attribute featured numeric

@data
0.869,0.486,2,-11.225,1,0.276,0.426,0,0.221,0.595,105.532,140371,4,1
0.53,0.367,7,-11.726,1,0.0287,0.847,0.135,0.104,0.293,132.001,291053,3,1
0.659,0.668,7,-8.598,0,0.047,0.795,0.223,0.0893,0.283,123.994,232747,4,1
0.845,0.538,6,-9.364,0,0.086,0.0034,0.86,0.0658,0.817,123.032,317473,4,1
0.825,0.317,10,-12.39,1,0.0583,0.497,0.0128,0.11,0.136,103.001,245787,4,1
0.695,0.565,10,-5.806,1,0.0382,0.417,0.000037,0.0979,0.302,67.992,206561,4,1
0.376,0.474,7,-9.195,1,0.0379,0.767,0.632,0.234,0.152,150.073,235960,4,1
0.276,0.283,5,-8.588,0,0.0378,0.591,0.000138,0.0792,0.222,172.942,229162,4,1
0.559,0.754,6,-5.344,0,0.0481,0.00184,0.000462,0.0366,0.438,85.993,188920,4,1
0.662,0.685,4,-4.561,0,0.0302,0.125,0,0.0961,0.447,111.964,187321,4,1
0.738,0.629,6,-4.882,0,0.0495,0.268,0.00114,0.163,0.319,146.067,180898,4,1
0.524,0.653,7,-6.662,1,0.0308,0.537,0.00181,0.112,0.219,142.037,205903,4,1
0.675,0.874,6,-4.633,1,0.0373,0.00812,0.000014,0.0911,0.612,123.01,266347,4,1
0.463,0.692,6,-5.231,1,0.0433,0.0341,0,0.0628,0.819,74.177,215500,4,1
0.657,0.828,5,-3.825,1,0.0385,0.0431,0,0.632,0.655,97.104,183757,4,1
0.628,0.817,4,-4.223,1,0.0287,0.242,0.000013,0.262,0.539,119.041,189580,4,1
0.704,0.346,11,-11.477,0,0.042,0.0448,0.181,0.0778,0.396,140.026,227885,4,1
0.69,0.497,11,-8.558,0,0.0524,0.615,0,0.273,0.456,113.974,210625,4,1
0.476,0.904,9,-5.456,1,0.0447,0.000046,0.00228,0.119,0.5,141.221,205373,4,1
0.688,0.642,4,-5.567,0,0.321,0.221,0,0.2,0.341,160.319,161129,4,1
0.692,0.542,11,-7.9,0,0.197,0.493,0.000003,0.247,0.285,105.005,202120,4,1
0.742,0.59,4,-9.308,1,0.0382,0.0609,0.00275,0.0861,0.329,119.947,224593,4,1
0.507,0.612,1,-5.196,0,0.0473,0.0906,0,0.102,0.209,125.739,213333,4,1
0.592,0.533,4,-9.749,1,0.0338,0.617,0.0116,0.0588,0.206,96.365,187150,4,1
0.603,0.337,6,-10.325,1,0.0332,0.68,0.00086,0.102,0.164,139.824,244267,4,1
0.632,0.742,8,-7.041,1,0.0846,0.298,0,0.433,0.657,160.037,180000,4,1
0.61,0.537,5,-10.146,0,0.039,0.277,0.0846,0.0765,0.137,123.994,276545,4,1
0.668,0.515,5,-8.018,0,0.278,0.0124,0.000004,0.321,0.498,128.907,178170,5,1
0.802,0.448,11,-8.213,0,0.0998,0.324,0.00981,0.0692,0.218,124.891,144541,3,1
0.39,0.347,0,-11.998,1,0.0279,0.588,0.000004,0.107,0.218,144.087,307880,4,1
0.71,0.903,11,-3.675,1,0.0487,0.0023,0.000032,0.0406,0.595,125.966,201190,4,1
0.504,0.482,1,-9.37,1,0.0298,0.409,0.0041,0.0926,0.098,81.031,204959,4,1
0.587,0.89,7,-5.016,0,0.0405,0.00263,0,0.157,0.382,119.953,228421,4,1
0.578,0.619,0,-10.124,0,0.0313,0.693,0.716,0.106,0.362,144.035,223507,4,1
0.533,0.479,3,-10.506,0,0.451,0.439,0,0.0985,0.621,158.292,170455,4,1
0.456,0.523,11,-9.05,0,0.11,0.531,0.000289,0.117,0.168,165.909,222670,4,1
0.666,0.561,10,-8.396,1,0.0373,0.746,0.000141,0.116,0.496,141.953,258000,4,1
0.255,0.422,6,-7.09,1,0.0277,0.156,0.0563,0.137,0.149,92.892,284717,4,1
0.562,0.843,11,-4.238,0,0.0363,0.00798,0.000031,0.112,0.262,91.979,185960,4,1
0.688,0.65,6,-6.496,1,0.0362,0.0389,0,0.0965,0.392,123.436,183894,4,1
0.793,0.542,6,-8.969,1,0.147,0.358,0.000275,0.093,0.646,153.961,150280,4,1
0.755,0.536,5,-8.677,1,0.0674,0.651,0.000358,0.0999,0.7,120.062,280827,4,1
0.683,0.659,2,-4.834,1,0.0476,0.266,0,0.202,0.768,135.017,199090,4,1
0.811,0.523,11,-6.31,0,0.116,0.157,0.000005,0.112,0.459,103.044,144360,4,1
0.562,0.612,1,-5.204,0,0.0726,0.132,0.000001,0.189,0.215,91.655,182053,4,1
0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,169999,4,1
0.575,0.68,2,-6.437,0,0.188,0.108,0,0.496,0.54,96.043,209987,4,1
0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,229413,4,1
0.673,0.514,1,-10.078,1,0.287,0.0676,0.000182,0.0866,0.38,184.064,156563,4,1
0.592,0.977,6,-3.389,1,0.312,0.206,0.000103,0.0703,0.496,126.178,175254,4,1
0.474,0.871,4,-5.4,1,0.0294,0.0471,0.0396,0.0857,0.561,89.011,230493,4,1
0.902,0.406,9,-8.078,1,0.0871,0.0102,0.122,0.108,0.487,99.998,193160,4,1
0.534,0.698,3,-7.322,1,0.0331,0.0464,0.000092,0.0904,0.626,125.994,178971,4,1
0.15,0.173,5,-15.79,1,0.0298,0.744,0.000531,0.0685,0.0735,76.138,231214,5,1
0.789,0.747,10,-6.005,0,0.287,0.392,0,0.308,0.601,129.982,251077,4,1
0.739,0.621,11,-6.929,0,0.238,0.049,0.00369,0.0718,0.462,85.969,205533,4,1
0.792,0.673,11,-10.906,1,0.0529,0.53,0.191,0.116,0.0574,122.049,190820,4,1
0.654,0.738,1,-5.237,1,0.0539,0.0191,0.000003,0.109,0.661,158.094,165630,4,1
0.741,0.645,11,-5.116,0,0.0963,0.192,0,0.163,0.488,149.07,231964,4,1
0.784,0.57,5,-8.882,0,0.185,0.181,0.000011,0.0873,0.559,97.011,231707,4,1
0.771,0.593,1,-6.498,1,0.248,0.172,0,0.0847,0.287,128.955,250173,4,1
0.59,0.374,5,-9.581,0,0.0286,0.779,0.0665,0.1,0.245,65.952,219040,4,1
0.613,0.735,4,-6.337,0,0.0364,0.163,0.00865,0.305,0.857,165.193,197573,4,1
0.626,0.574,6,-6.65,1,0.0368,0.00652,0.000007,0.0914,0.126,113.032,192867,4,1
0.659,0.455,1,-10.134,0,0.142,0.144,0.00359,0.207,0.2,79.987,194299,4,1
0.668,0.664,1,-6.04,0,0.0505,0.572,0,0.0861,0.222,74.934,224000,4,1
0.869,0.52,1,-7.627,1,0.219,0.0879,0.000194,0.0808,0.148,140.004,147429,4,1
0.315,0.522,5,-6.205,1,0.035,0.479,0,0.149,0.299,79.891,237933,4,1
0.879,0.554,11,-10.009,0,0.0588,0.113,0.00606,0.364,0.45,132.988,238000,4,1
0.613,0.477,8,-4.93,0,0.0416,0.0755,0.00107,0.133,0.566,100.081,154227,4,1
0.696,0.34,2,-9.37,1,0.038,0.913,0,0.124,0.623,107.065,197958,4,1
0.531,0.854,10,-3.149,1,0.198,0.288,0,0.0773,0.456,94.419,190000,4,1
0.659,0.712,7,-5.61,0,0.0782,0.0729,0.00003,0.367,0.202,101.034,215786,4,1
0.531,0.936,2,-3.975,0,0.0786,0.00284,0.000173,0.665,0.556,120.057,185279,4,1
0.343,0.827,0,-6.327,1,0.0377,0.000886,0.000001,0.315,0.541,89.397,255880,4,1
0.625,0.494,2,-9.334,1,0.0421,0.693,0.000136,0.109,0.121,115.119,187130,4,1
0.816,0.489,8,-8.652,0,0.0969,0.014,0.000018,0.106,0.357,140.999,208613,4,1
0.686,0.31,0,-12.542,1,0.0283,0.674,0.000268,0.097,0.256,129.897,276581,4,1
0.746,0.425,9,-8.581,1,0.428,0.442,0.00188,0.542,0.512,157.964,251059,4,1
0.732,0.57,5,-5.588,1,0.034,0.052,0.000002,0.0733,0.442,123.963,206019,4,1
0.619,0.696,7,-6.269,0,0.0315,0.000019,0.00555,0.38,0.727,125.986,219720,4,1
0.474,0.757,9,-6.95,1,0.0508,0.229,0.000008,0.32,0.291,137.954,252710,4,1
0.459,0.598,9,-6.506,0,0.0463,0.00209,0.000003,0.0979,0.623,206.093,226019,4,1
0.525,0.827,5,-4.182,1,0.0686,0.000166,0.000011,0.0953,0.475,138.051,209160,4,1
0.575,0.284,8,-9.254,1,0.0333,0.54,0.0202,0.107,0.0541,114.939,204374,4,1
0.624,0.491,1,-6.245,0,0.0503,0.119,0,0.0695,0.286,78.119,199587,4,1
0.62,0.768,8,-5.681,0,0.103,0.0328,0.0599,0.225,0.748,172.09,209653,4,1
0.273,0.94,5,-6.061,1,0.123,0.071,0.00244,0.154,0.228,179.926,277920,4,1
0.512,0.317,0,-10.277,1,0.0479,0.795,0,0.0887,0.224,86.483,209360,4,1
0.282,0.913,3,-4.419,1,0.0784,0.000021,0.603,0.113,0.511,157.004,171084,4,1
0.598,0.893,10,-3.136,1,0.0497,0.0227,0,0.352,0.667,100.031,174255,4,1
0.405,0.298,7,-10.489,0,0.0308,0.943,0.000008,0.122,0.232,157.83,181394,4,1
0.505,0.738,0,-9.389,1,0.0619,0.116,0.0648,0.0839,0.229,176.035,213054,4,1
0.683,0.671,9,-5.323,0,0.031,0.00504,0.0184,0.108,0.518,123.984,188003,4,1
0.579,0.218,1,-9.768,1,0.0353,0.883,0,0.11,0.305,85.343,191472,4,1
0.774,0.597,5,-9.605,0,0.375,0.0832,0,0.27,0.79,145.003,166374,4,1
0.936,0.546,4,-10.356,0,0.0914,0.0272,0.000146,0.0895,0.711,125.022,264027,4,1
0.495,0.3,10,-8.37,1,0.0385,0.595,0.000002,0.109,0.16,69.503,240107,5,1
0.73,0.551,2,-9.427,0,0.0336,0.38,0.000021,0.0883,0.542,94.92,157497,4,1
0.549,0.582,5,-7.719,1,0.0514,0.468,0.000011,0.0824,0.201,134.053,250787,4,1
0.554,0.911,0,-4.38,1,0.0486,0.0521,0,0.108,0.667,125.081,196028,4,1
0.686,0.518,7,-7.03,1,0.0654,0.332,0.00946,0.17,0.149,93.949,231960,4,1
0.612,0.694,2,-7.363,1,0.0514,0.579,0,0.0914,0.564,103.031,208967,4,1
0.476,0.866,6,-8.062,0,0.0325,0.00368,0.00486,0.0913,0.68,162.011,228679,4,1
0.662,0.746,4,-9.074,0,0.0564,0.26,0.000915,0.11,0.721,96.522,211440,4,1
0.664,0.753,1,-4.616,0,0.0377,0.0354,0,0.426,0.763,125.063,201470,4,1
0.586,0.822,10,-3.502,1,0.0831,0.029,0.000022,0.076,0.469,116.149,177931,4,1
0.598,0.948,4,-6.168,0,0.376,0.179,0,0.751,0.596,153.828,238442,4,1
0.615,0.489,3,-8.591,1,0.0323,0.519,0.000005,0.133,0.12,139.938,212610,4,1
0.767,0.531,3,-7.676,0,0.0338,0.0915,0.000037,0.262,0.561,124.008,182419,4,1
0.635,0.647,1,-10.494,0,0.0347,0.335,0,0.062,0.639,125.01,200673,4,1
0.791,0.562,8,-6.842,0,0.0664,0.0196,0.000307,0.089,0.628,150.005,123518,4,1
0.463,0.356,10,-7.406,1,0.0264,0.839,0.77,0.158,0.192,110.016,284688,3,1
0.623,0.852,5,-3.167,0,0.0388,0.0593,0.000021,0.349,0.62,79.994,183326,4,1
0.685,0.357,8,-10.917,0,0.0717,0.416,0.0026,0.107,0.282,163.993,226733,4,1
0.712,0.61,3,-9.07,0,0.0482,0.285,0.000012,0.118,0.833,127.931,206136,4,1
0.732,0.523,9,-10.801,0,0.137,0.459,0,0.143,0.741,122.054,177144,4,1
0.769,0.507,2,-6.007,1,0.213,0.45,0,0.148,0.473,102.015,195093,4,1
0.646,0.371,1,-8.645,0,0.0575,0.319,0,0.218,0.24,81.096,167625,4,1
0.637,0.348,0,-10.394,1,0.119,0.112,0.000003,0.362,0.266,149.653,156947,4,1
0.704,0.56,1,-6.791,0,0.179,0.185,0,0.0948,0.609,75.003,207109,4,1
0.736,0.728,11,-10.228,0,0.379,0.0104,0,0.369,0.606,87.984,242727,4,1
0.814,0.729,9,-5.948,1,0.205,0.108,0,0.313,0.345,90.048,208800,4,1
0.881,0.643,6,-6.939,0,0.29,0.0575,0.000017,0.0714,0.788,145.883,173456,4,1
0.649,0.501,2,-7.107,1,0.0316,0.181,0,0.135,0.619,81.974,192013,4,1
0.474,0.46,9,-8.163,1,0.0291,0.831,0.00554,0.0938,0.0902,105.002,333610,4,1
0.547,0.692,7,-11.2,0,0.075,0.0013,0.404,0.0921,0.342,91.97,231602,4,1
0.701,0.634,7,-6.596,1,0.24,0.109,0,0.771,0.349,121.755,260153,4,1
0.808,0.701,2,-4.837,0,0.0984,0.00212,0.000021,0.126,0.154,158.068,142649,4,1
0.719,0.629,6,-7.189,1,0.0566,0.00454,0.00705,0.19,0.692,165.002,156334,4,1
0.574,0.458,7,-7.499,1,0.0577,0.888,0.000282,0.108,0.544,81.416,191586,4,1
0.592,0.743,6,-5.42,0,0.0343,0.174,0,0.202,0.569,125.051,184307,4,1
0.688,0.757,1,-5.202,0,0.0612,0.0523,0,0.0902,0.941,120.031,150893,4,1
0.803,0.634,1,-6.615,1,0.0416,0.364,0.00112,0.104,0.266,110.998,184280,4,1
0.71,0.572,10,-7.187,0,0.0616,0.364,0,0.129,0.642,140.052,195867,4,1
0.562,0.663,10,-8.143,0,0.0303,0.00342,0.000224,0.347,0.405,145.057,200733,4,1
0.557,0.863,2,-5.195,1,0.109,0.218,0.000004,0.144,0.412,79.999,173080,4,1
0.557,0.886,0,-3.092,1,0.0378,0.000125,0.000199,0.355,0.638,127.982,202401,4,1
0.588,0.369,2,-8.999,1,0.0266,0.484,0.00187,0.108,0.288,140.038,205714,4,1
0.958,0.705,1,-4.916,1,0.167,0.204,0.00002,0.115,0.516,124.997,253867,4,1
0.551,0.784,0,-4.855,1,0.0362,0.151,0,0.15,0.652,182.013,188828,4,1
0.758,0.736,10,-6.927,0,0.193,0.192,0,0.132,0.367,145.003,136760,4,1
0.623,0.465,1,-8.223,1,0.0287,0.117,0.000309,0.105,0.394,116.987,194744,4,1
0.722,0.771,9,-7.441,1,0.0466,0.338,0,0.0574,0.67,99.982,180987,4,1
0.482,0.928,6,-4.547,0,0.0633,0.0037,0.000104,0.297,0.264,125.056,223738,4,1
0.491,0.854,0,-3.795,1,0.0614,0.0484,0,0.501,0.675,80.677,181373,4,1
0.611,0.763,7,-5.298,1,0.0437,0.581,0,0.162,0.393,100.027,206550,4,1
0.517,0.389,5,-17.285,0,0.0391,0.887,0.38,0.0982,0.0363,116.917,298213,4,1
0.896,0.477,7,-9.505,1,0.216,0.015,0.000001,0.0938,0.237,130,236376,4,1
0.676,0.84,6,-4.67,0,0.0545,0.0547,0,0.194,0.284,110.026,189873,4,1
0.757,0.849,5,-3.424,0,0.0536,0.173,0,0.0878,0.826,150.036,228207,4,1
0.559,0.588,11,-10.106,0,0.476,0.239,0,0.0816,0.283,158.105,230667,4,1
0.341,0.447,11,-6.551,1,0.0311,0.128,0.000253,0.103,0.0715,141.732,207042,4,1
0.612,0.622,2,-6.698,1,0.0559,0.266,0.000677,0.174,0.594,81.972,179268,4,1
0.491,0.674,10,-4.869,0,0.0463,0.081,0,0.124,0.374,80.841,189907,4,1
0.37,0.785,1,-3.599,1,0.0335,0.352,0.000137,0.22,0.393,155.876,199778,4,1
0.892,0.679,9,-6.495,1,0.0676,0.129,0.000016,0.301,0.434,129.992,192027,4,1
0.524,0.413,0,-8.84,1,0.0284,0.437,0,0.124,0.324,82.052,202141,4,1
0.761,0.775,11,-6.398,1,0.279,0.254,0,0.0737,0.811,111.981,210656,4,1
0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,217213,4,1
0.743,0.678,10,-7.139,0,0.0301,0.117,0.000446,0.363,0.832,105.002,193532,4,1
0.807,0.384,11,-10.834,1,0.363,0.223,0,0.114,0.257,134.975,200647,4,1
0.74,0.626,7,-6.005,0,0.144,0.336,0,0.262,0.83,118.021,198525,4,1
0.673,0.0823,4,-16.98,1,0.0437,0.902,0.00113,0.0818,0.234,110.235,119758,4,1
0.629,0.693,1,-7.472,1,0.0303,0.0728,0,0.0941,0.426,91.569,210305,4,1
0.604,0.918,7,-3.735,1,0.0439,0.00853,0,0.326,0.51,141.066,255880,4,1
0.576,0.919,11,-3.186,1,0.0279,0.000149,0.000002,0.102,0.873,96.076,197691,4,1
0.711,0.697,9,-8.398,0,0.24,0.49,0,0.255,0.614,95.058,242509,4,1
0.558,0.399,7,-10.183,1,0.0333,0.851,0.011,0.2,0.407,119.903,248413,3,1
0.635,0.542,7,-7.269,1,0.351,0.27,0,0.333,0.443,75.108,233333,4,1
0.659,0.608,4,-6.079,1,0.0368,0.0412,0,0.0821,0.457,105.948,222081,4,1
0.42,0.843,9,-4.231,0,0.121,0.0519,0,0.106,0.491,173.827,206960,3,1
0.623,0.828,3,-4.272,1,0.0565,0.162,0,0.0976,0.953,82.059,183140,4,1
0.622,0.842,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.724,136.041,235600,4,1
0.715,0.621,6,-8.269,1,0.0351,0.359,0,0.301,0.314,128.07,183244,4,1
0.77,0.509,5,-10.147,0,0.222,0.168,0,0.375,0.555,135.001,208407,4,1
0.551,0.868,9,-4.255,0,0.0372,0.0761,0,0.116,0.669,95.03,217741,4,1
0.636,0.647,4,-4.477,1,0.0592,0.0318,0,0.23,0.464,107.016,181465,4,1
0.61,0.477,7,-7.895,0,0.0362,0.432,0.000513,0.0964,0.131,109.047,169435,4,1
0.646,0.758,1,-3.639,0,0.0391,0.155,0,0.174,0.776,141.906,181933,4,1
0.717,0.599,11,-6.156,1,0.115,0.571,0.000009,0.102,0.385,159.78,187537,4,1
0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,1
0.624,0.736,11,-4.97,0,0.244,0.323,0,0.181,0.697,157.949,191067,4,1
0.653,0.432,3,-8.105,1,0.052,0.866,0.000393,0.101,0.176,104.969,211827,4,1
0.678,0.916,2,-3.344,0,0.12,0.017,0.000876,0.277,0.412,125.944,161905,4,1
0.95,0.489,8,-8.411,1,0.462,0.105,0,0.411,0.919,130.021,158769,4,1
0.71,0.835,5,-3.983,1,0.044,0.0473,0.00551,0.131,0.537,98.452,170441,4,1
0.547,0.541,0,-7.37,1,0.0429,0.284,0.000039,0.121,0.178,120.111,316332,4,1
0.439,0.851,1,-6.827,0,0.0576,0.219,0.794,0.393,0.26,119.702,243387,4,1
0.25,0.762,4,-4.949,0,0.0394,0.00011,0.000686,0.277,0.185,120.025,208971,5,1
0.412,0.839,9,-5.611,1,0.0565,0.000082,0.0004,0.166,0.666,174.864,207130,4,1
0.507,0.74,11,-4.772,1,0.0354,0.153,0.0115,0.162,0.35,115.996,202493,4,1
0.703,0.723,9,-5.45,0,0.0412,0.0302,0.000002,0.126,0.288,104.969,198903,4,1
0.576,0.734,0,-6.38,0,0.158,0.228,0.000005,0.141,0.48,98.837,244686,4,1
0.689,0.365,8,-10.912,0,0.0733,0.396,0.00386,0.107,0.285,163.985,226733,4,1
0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,121347,4,1
0.463,0.631,1,-5.868,0,0.0437,0.055,0,0.0421,0.307,141.978,214800,4,1
0.769,0.507,2,-6.007,1,0.213,0.45,0,0.148,0.473,102.015,195093,4,1
0.618,0.46,6,-9.745,0,0.0344,0.0434,0.00105,0.129,0.446,100.003,216587,4,1
0.722,0.713,5,-5.182,1,0.0319,0.0195,0.0142,0.072,0.679,119.009,226973,4,1
0.555,0.742,10,-11.037,0,0.0508,0.00234,0.000208,0.325,0.603,108.97,227277,4,1
0.434,0.816,0,-6.096,1,0.0396,0.0082,0.655,0.277,0.483,110.551,205147,4,1
0.874,0.492,9,-7.399,0,0.0604,0.299,0,0.0983,0.587,127.067,225484,4,1
0.554,0.845,0,-3.312,1,0.0418,0.0148,0,0.251,0.665,168.049,201093,4,1
0.744,0.348,1,-7.709,1,0.334,0.00551,0,0.0878,0.11,203.896,237240,4,1
0.628,0.413,5,-12.265,1,0.0304,0.114,0.0552,0.0941,0.254,119.994,264612,4,1
0.286,0.404,9,-8.107,0,0.0317,0.0204,0.0177,0.399,0.199,133.004,262356,4,1
0.518,0.752,9,-5.233,0,0.0452,0.183,0.000021,0.102,0.599,149.95,180611,4,1
0.525,0.0967,1,-11.832,1,0.0384,0.982,0.01,0.0861,0.121,118.831,87559,4,1
0.805,0.745,5,-7.265,1,0.108,0.186,0,0.316,0.631,120.009,356253,4,1
0.73,0.546,6,-5.482,1,0.157,0.152,0,0.18,0.44,130.128,164308,4,1
0.527,0.494,9,-8.443,0,0.0461,0.0168,0,0.305,0.0478,119.98,216516,3,1
0.849,0.694,6,-5.715,0,0.0341,0.0731,0.000001,0.109,0.892,132.919,200427,4,1
0.516,0.593,0,-5.09,1,0.0252,0.055,0.0401,0.111,0.53,76.018,254840,4,1
0.708,0.394,7,-9.745,1,0.0321,0.614,0.000083,0.0992,0.522,113.533,270863,4,1
0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,1
0.917,0.598,1,-7.363,1,0.211,0.561,0,0.123,0.757,140.055,197079,4,1
0.49,0.212,7,-18.269,0,0.0349,0.868,0.267,0.111,0.11,112.03,269827,3,1
0.508,0.364,6,-8.168,0,0.0347,0.712,0,0.0971,0.361,101,216136,4,1
0.794,0.495,4,-4.082,0,0.0394,0.00752,0.000001,0.083,0.289,95.028,199680,4,1
0.728,0.517,8,-11.404,1,0.0629,0.0555,0.000002,0.107,0.379,111.974,173129,4,1
0.651,0.774,2,-5.246,1,0.0641,0.0849,0,0.102,0.589,104.896,150014,4,1
0.508,0.903,9,-4.91,0,0.0442,0.00133,0.000008,0.116,0.689,141.987,229453,4,1
0.586,0.554,4,-6.773,0,0.0299,0.403,0.000023,0.0928,0.279,100.032,220970,4,1
0.718,0.249,11,-10.67,1,0.032,0.751,0.000009,0.102,0.0878,103.053,167449,4,1
0.543,0.375,0,-6.864,0,0.0398,0.88,0.000079,0.142,0.353,166.048,165268,4,1
0.846,0.692,9,-3.303,1,0.0623,0.0459,0,0.127,0.228,123.95,203560,4,1
0.656,0.542,7,-7.358,1,0.323,0.0484,0,0.106,0.551,166.11,142320,4,1
0.685,0.69,4,-5.496,1,0.0564,0.478,0.00001,0.168,0.254,104.896,184757,4,1
0.656,0.466,10,-6.146,0,0.0721,0.293,0,0.0813,0.259,61.074,192557,4,1
0.675,0.646,5,-5.444,1,0.272,0.594,0,0.186,0.705,85.966,237995,4,1
0.875,0.386,6,-11.611,1,0.115,0.102,0.000353,0.1,0.581,107.012,230428,4,1
0.586,0.476,11,-7.549,1,0.0275,0.278,0.00001,0.092,0.373,73.016,198642,4,1
0.91,0.401,1,-9.552,1,0.0855,0.0302,0.000159,0.0801,0.824,135.994,216267,4,1
0.66,0.302,1,-12.283,1,0.0296,0.723,0.000015,0.111,0.331,79.024,186954,1,1
0.114,0.395,6,-9.657,1,0.0398,0.00834,0.135,0.0958,0.0387,59.389,199970,4,1
0.671,0.84,7,-5.937,1,0.0337,0.0108,0.0108,0.448,0.291,95.014,211000,4,1
0.388,0.199,5,-13.879,1,0.0284,0.898,0.127,0.125,0.215,79.956,187893,4,1
0.889,0.385,11,-11.767,0,0.165,0.00544,0,0.274,0.235,125.995,202533,4,1
0.552,0.802,0,-6.461,1,0.0329,0.268,0.000231,0.1,0.205,133.95,269692,4,1
0.556,0.82,6,-6.636,1,0.0392,0.000941,0.00211,0.116,0.557,165.935,222947,4,1
0.788,0.748,5,-6.754,0,0.208,0.0937,0,0.113,0.829,134.489,181115,4,1
0.76,0.827,8,-3.705,0,0.188,0.07,0,0.0791,0.856,82.001,237073,4,1
0.87,0.569,0,-7.874,1,0.073,0.271,0,0.179,0.565,123.979,236000,4,1
0.718,0.725,9,-5.409,1,0.0519,0.153,0,0.32,0.65,100.044,167727,4,1
0.574,0.478,2,-8.44,1,0.0508,0.0694,0.0916,0.11,0.18,139.947,219707,4,1
0.85,0.569,5,-8.152,0,0.136,0.0609,0.0816,0.1,0.294,80.02,205040,4,1
0.901,0.522,2,-8.304,1,0.33,0.0114,0,0.259,0.329,104.053,127947,4,1
0.767,0.699,5,-3.23,0,0.0916,0.12,0,0.158,0.916,159.946,167933,4,1
0.687,0.647,7,-10.132,1,0.357,0.111,0,0.313,0.684,122.083,153520,5,1
0.636,0.546,11,-4.999,1,0.0435,0.0221,0.0054,0.134,0.148,92.022,191038,4,1
0.737,0.579,0,-5.672,1,0.188,0.505,0,0.166,0.693,139.178,134676,4,1
0.687,0.74,5,-4.829,1,0.0403,0.00856,0.000044,0.259,0.243,111.01,255397,4,1
0.666,0.426,7,-9.228,0,0.147,0.383,0.000016,0.109,0.587,159.963,173868,4,1
0.333,0.952,6,-3.539,1,0.116,0.00002,0,0.216,0.381,170.01,189723,4,1
0.797,0.5,0,-6.964,0,0.0354,0.0579,0,0.122,0.492,106.957,215327,4,1
0.497,0.782,2,-6.074,1,0.0328,0.0125,0.00707,0.202,0.117,91.506,254307,4,1
0.555,0.847,8,-3.58,1,0.0378,0.00215,0,0.287,0.647,151.9,190764,4,1
0.732,0.634,1,-6.08,1,0.123,0.0485,0,0.064,0.765,93.978,159303,4,1
0.323,0.274,10,-12.016,1,0.0354,0.731,0,0.11,0.423,170.429,259273,4,1
0.651,0.304,2,-14.285,1,0.0963,0.545,0.000073,0.118,0.246,114.056,211372,4,1
0.827,0.547,8,-8.379,1,0.0961,0.0169,0.000003,0.137,0.154,132.081,227344,4,1
0.602,0.293,7,-15.509,1,0.029,0.753,0.00105,0.106,0.387,127.971,259640,4,1
0.71,0.814,10,-4.575,1,0.0561,0.162,0,0.16,0.714,155.02,230440,4,1
0.772,0.477,7,-5.45,0,0.104,0.184,0,0.127,0.299,134.977,174222,4,1
0.399,0.861,1,-4.253,0,0.15,0.05,0.000047,0.0926,0.42,150.484,206467,4,1
0.373,0.961,7,-2.778,1,0.0742,0.0291,0,0.149,0.311,164.98,254753,4,1
0.52,0.678,0,-4.862,1,0.0482,0.0155,0,0.0451,0.397,177.127,174133,4,1
0.734,0.921,6,-1.936,0,0.0863,0.0328,0,0.197,0.654,120.056,218480,4,1
0.87,0.651,6,-5.263,0,0.0527,0.142,0.000021,0.105,0.432,100.024,202387,4,1
0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838,205440,4,1
0.546,0.802,4,-6.35,0,0.0388,0.353,0.00228,0.103,0.203,142.033,253984,4,1
0.732,0.699,8,-5.766,1,0.131,0.0734,0,0.489,0.639,92.969,160893,4,1
0.835,0.579,9,-6.85,0,0.0529,0.336,0,0.089,0.298,144.948,142345,4,1
0.495,0.796,0,-6.722,0,0.132,0.00719,0.00174,0.0806,0.606,79.929,212733,4,1
0.716,0.667,3,-5.466,1,0.0613,0.00845,0,0.0626,0.918,126.007,181667,4,1
0.498,0.942,8,-4.888,1,0.0497,0.0013,0.000051,0.229,0.602,140.009,201458,4,1
0.682,0.607,9,-7.596,0,0.0331,0.0625,0.000472,0.123,0.475,118.048,225210,4,1
0.546,0.759,7,-6.702,0,0.329,0.142,0,0.0782,0.346,79.961,186000,4,1
0.541,0.686,7,-7.876,1,0.0308,0.125,0,0.399,0.374,120.014,315813,4,1
0.587,0.416,11,-10.311,0,0.0334,0.344,0,0.338,0.46,137.959,207142,4,1
